,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month,dayofweek
3438,3439,2011-05-28,2,0,5,4,0,6,0,1,0.56,0.5303,0.88,0.2537,0,4,4,28,5,5
3439,3440,2011-05-28,2,0,5,5,0,6,0,1,0.56,0.5303,0.88,0.2239,4,3,7,28,5,5
3440,3441,2011-05-28,2,0,5,6,0,6,0,1,0.58,0.5455,0.83,0.2537,3,16,19,28,5,5
3441,3442,2011-05-28,2,0,5,7,0,6,0,1,0.6,0.5606,0.83,0.2537,17,33,50,28,5,5
3442,3443,2011-05-28,2,0,5,8,0,6,0,1,0.62,0.5909,0.78,0.194,27,75,102,28,5,5
3443,3444,2011-05-28,2,0,5,9,0,6,0,1,0.64,0.6061,0.73,0.2537,61,116,177,28,5,5
3444,3445,2011-05-28,2,0,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,110,166,276,28,5,5
3445,3446,2011-05-28,2,0,5,11,0,6,0,1,0.7,0.6515,0.65,0.2239,171,178,349,28,5,5
3446,3447,2011-05-28,2,0,5,12,0,6,0,1,0.72,0.6667,0.58,0.2537,145,213,358,28,5,5
3447,3448,2011-05-28,2,0,5,13,0,6,0,1,0.72,0.6818,0.62,0.2239,168,217,385,28,5,5
3448,3449,2011-05-28,2,0,5,14,0,6,0,1,0.74,0.6818,0.58,0.2239,172,210,382,28,5,5
3449,3450,2011-05-28,2,0,5,15,0,6,0,1,0.74,0.6818,0.55,0.2239,187,187,374,28,5,5
3450,3451,2011-05-28,2,0,5,16,0,6,0,1,0.76,0.697,0.55,0.2836,201,201,402,28,5,5
3451,3452,2011-05-28,2,0,5,17,0,6,0,1,0.74,0.6818,0.55,0.2985,180,161,341,28,5,5
3452,3453,2011-05-28,2,0,5,18,0,6,0,1,0.72,0.6818,0.62,0.2537,173,212,385,28,5,5
3453,3454,2011-05-28,2,0,5,19,0,6,0,1,0.7,0.6515,0.65,0.194,99,153,252,28,5,5
3454,3455,2011-05-28,2,0,5,20,0,6,0,1,0.7,0.6515,0.65,0.2239,68,128,196,28,5,5
3455,3456,2011-05-28,2,0,5,21,0,6,0,1,0.66,0.6212,0.74,0.2985,87,114,201,28,5,5
3456,3457,2011-05-28,2,0,5,22,0,6,0,1,0.66,0.6061,0.78,0.2239,46,115,161,28,5,5
3457,3458,2011-05-28,2,0,5,23,0,6,0,1,0.64,0.5758,0.83,0.194,44,81,125,28,5,5
3458,3459,2011-05-29,2,0,5,0,0,0,0,1,0.64,0.5758,0.83,0.2239,32,51,83,29,5,6
3459,3460,2011-05-29,2,0,5,1,0,0,0,1,0.62,0.5606,0.88,0.1642,17,49,66,29,5,6
3460,3461,2011-05-29,2,0,5,2,0,0,0,1,0.62,0.5606,0.88,0.1045,12,49,61,29,5,6
3461,3462,2011-05-29,2,0,5,3,0,0,0,1,0.62,0.5606,0.88,0.1045,2,24,26,29,5,6
3462,3463,2011-05-29,2,0,5,4,0,0,0,1,0.6,0.5455,0.88,0.0896,13,10,23,29,5,6
3463,3464,2011-05-29,2,0,5,5,0,0,0,1,0.6,0.5152,0.94,0.1642,3,3,6,29,5,6
3464,3465,2011-05-29,2,0,5,6,0,0,0,2,0.62,0.5606,0.88,0.194,5,10,15,29,5,6
3465,3466,2011-05-29,2,0,5,7,0,0,0,2,0.62,0.5606,0.88,0.2537,13,17,30,29,5,6
3466,3467,2011-05-29,2,0,5,8,0,0,0,2,0.62,0.5606,0.88,0.2239,34,62,96,29,5,6
3467,3468,2011-05-29,2,0,5,9,0,0,0,2,0.62,0.5455,0.94,0.2537,74,78,152,29,5,6
3468,3469,2011-05-29,2,0,5,10,0,0,0,2,0.66,0.6061,0.83,0.2239,130,121,251,29,5,6
3469,3470,2011-05-29,2,0,5,11,0,0,0,2,0.66,0.6061,0.83,0.2836,139,180,319,29,5,6
3470,3471,2011-05-29,2,0,5,12,0,0,0,2,0.7,0.6667,0.74,0.2239,216,186,402,29,5,6
3471,3472,2011-05-29,2,0,5,13,0,0,0,1,0.72,0.6818,0.7,0.2836,237,181,418,29,5,6
3472,3473,2011-05-29,2,0,5,14,0,0,0,1,0.74,0.697,0.7,0.2836,183,168,351,29,5,6
3473,3474,2011-05-29,2,0,5,15,0,0,0,1,0.74,0.697,0.7,0.2985,221,155,376,29,5,6
3474,3475,2011-05-29,2,0,5,16,0,0,0,1,0.74,0.697,0.7,0.2836,194,167,361,29,5,6
3475,3476,2011-05-29,2,0,5,17,0,0,0,1,0.74,0.697,0.7,0.2836,214,169,383,29,5,6
3476,3477,2011-05-29,2,0,5,18,0,0,0,1,0.72,0.697,0.74,0.2836,151,177,328,29,5,6
3477,3478,2011-05-29,2,0,5,19,0,0,0,1,0.72,0.697,0.74,0.2537,141,146,287,29,5,6
3478,3479,2011-05-29,2,0,5,20,0,0,0,1,0.7,0.6667,0.79,0.194,91,128,219,29,5,6
3479,3480,2011-05-29,2,0,5,21,0,0,0,1,0.68,0.6364,0.83,0.1642,107,122,229,29,5,6
3480,3481,2011-05-29,2,0,5,22,0,0,0,1,0.66,0.5909,0.89,0.1343,78,93,171,29,5,6
3481,3482,2011-05-29,2,0,5,23,0,0,0,1,0.66,0.5909,0.89,0.1642,48,87,135,29,5,6
3482,3483,2011-05-30,2,0,5,0,1,1,0,1,0.64,0.5606,0.94,0.194,38,65,103,30,5,0
3483,3484,2011-05-30,2,0,5,1,1,1,0,1,0.64,0.5606,0.94,0.1343,26,53,79,30,5,0
3484,3485,2011-05-30,2,0,5,2,1,1,0,1,0.64,0.5606,0.94,0.194,17,28,45,30,5,0
3485,3486,2011-05-30,2,0,5,3,1,1,0,1,0.64,0.5606,0.94,0.194,10,8,18,30,5,0
3486,3487,2011-05-30,2,0,5,4,1,1,0,1,0.62,0.5455,0.94,0.1642,2,4,6,30,5,0
3487,3488,2011-05-30,2,0,5,5,1,1,0,2,0.62,0.5455,0.94,0.1045,1,6,7,30,5,0
3488,3489,2011-05-30,2,0,5,6,1,1,0,2,0.64,0.5606,0.94,0.0896,6,10,16,30,5,0
3489,3490,2011-05-30,2,0,5,7,1,1,0,2,0.64,0.5606,0.94,0.0,12,19,31,30,5,0
3490,3491,2011-05-30,2,0,5,8,1,1,0,2,0.66,0.5909,0.89,0.1045,36,58,94,30,5,0
3491,3492,2011-05-30,2,0,5,9,1,1,0,1,0.72,0.697,0.74,0.0896,47,81,128,30,5,0
3492,3493,2011-05-30,2,0,5,10,1,1,0,1,0.8,0.7576,0.55,0.2537,116,153,269,30,5,0
3493,3494,2011-05-30,2,0,5,11,1,1,0,1,0.82,0.7727,0.52,0.0,153,168,321,30,5,0
3494,3495,2011-05-30,2,0,5,12,1,1,0,1,0.86,0.803,0.47,0.1045,179,187,366,30,5,0
3495,3496,2011-05-30,2,0,5,13,1,1,0,1,0.86,0.7879,0.44,0.0896,133,217,350,30,5,0
3496,3497,2011-05-30,2,0,5,14,1,1,0,1,0.88,0.803,0.39,0.0,142,185,327,30,5,0
3497,3498,2011-05-30,2,0,5,15,1,1,0,1,0.88,0.803,0.39,0.2537,132,179,311,30,5,0
3498,3499,2011-05-30,2,0,5,16,1,1,0,1,0.88,0.7879,0.37,0.2836,101,208,309,30,5,0
3499,3500,2011-05-30,2,0,5,17,1,1,0,1,0.86,0.7879,0.41,0.2239,102,202,304,30,5,0
3500,3501,2011-05-30,2,0,5,18,1,1,0,1,0.86,0.7879,0.41,0.1642,77,172,249,30,5,0
3501,3502,2011-05-30,2,0,5,19,1,1,0,2,0.52,0.5,0.48,0.1045,68,157,225,30,5,0
3502,3503,2011-05-30,2,0,5,20,1,1,0,1,0.76,0.7121,0.58,0.0,69,168,237,30,5,0
3503,3504,2011-05-30,2,0,5,21,1,1,0,1,0.74,0.697,0.7,0.1343,42,107,149,30,5,0
3504,3505,2011-05-30,2,0,5,22,1,1,0,1,0.72,0.697,0.74,0.1642,26,80,106,30,5,0
3505,3506,2011-05-30,2,0,5,23,1,1,0,1,0.7,0.6667,0.84,0.1045,14,34,48,30,5,0
3506,3507,2011-05-31,2,0,5,0,0,2,1,1,0.7,0.6667,0.79,0.0896,9,20,29,31,5,1
3507,3508,2011-05-31,2,0,5,1,0,2,1,1,0.68,0.6364,0.89,0.0896,8,9,17,31,5,1
3508,3509,2011-05-31,2,0,5,2,0,2,1,2,0.66,0.5909,0.94,0.1343,5,7,12,31,5,1
3509,3510,2011-05-31,2,0,5,3,0,2,1,2,0.64,0.5606,0.94,0.0,1,3,4,31,5,1
3510,3511,2011-05-31,2,0,5,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,3,3,31,5,1
3511,3512,2011-05-31,2,0,5,5,0,2,1,1,0.66,0.6061,0.83,0.0896,0,26,26,31,5,1
3512,3513,2011-05-31,2,0,5,6,0,2,1,1,0.68,0.6364,0.79,0.0896,11,98,109,31,5,1
3513,3514,2011-05-31,2,0,5,7,0,2,1,1,0.74,0.697,0.66,0.1045,16,219,235,31,5,1
3514,3515,2011-05-31,2,0,5,8,0,2,1,1,0.78,0.7424,0.59,0.1343,34,372,406,31,5,1
3515,3516,2011-05-31,2,0,5,9,0,2,1,1,0.8,0.7576,0.55,0.1343,22,153,175,31,5,1
3516,3517,2011-05-31,2,0,5,10,0,2,1,1,0.82,0.7879,0.56,0.1343,37,72,109,31,5,1
3517,3518,2011-05-31,2,0,5,11,0,2,1,1,0.86,0.803,0.47,0.0,28,78,106,31,5,1
3518,3519,2011-05-31,2,0,5,12,0,2,1,1,0.86,0.803,0.47,0.1343,37,125,162,31,5,1
3519,3520,2011-05-31,2,0,5,13,0,2,1,1,0.9,0.8333,0.39,0.1642,37,110,147,31,5,1
3520,3521,2011-05-31,2,0,5,14,0,2,1,1,0.9,0.8182,0.37,0.0,41,99,140,31,5,1
3521,3522,2011-05-31,2,0,5,15,0,2,1,1,0.9,0.8182,0.37,0.1642,42,133,175,31,5,1
3522,3523,2011-05-31,2,0,5,16,0,2,1,1,0.9,0.8333,0.39,0.1343,44,205,249,31,5,1
3523,3524,2011-05-31,2,0,5,17,0,2,1,1,0.84,0.803,0.53,0.2239,67,428,495,31,5,1
3524,3525,2011-05-31,2,0,5,18,0,2,1,1,0.84,0.803,0.53,0.194,55,362,417,31,5,1
3525,3526,2011-05-31,2,0,5,19,0,2,1,1,0.78,0.7424,0.62,0.1045,39,246,285,31,5,1
3526,3527,2011-05-31,2,0,5,20,0,2,1,1,0.78,0.7424,0.62,0.1045,38,213,251,31,5,1
3527,3528,2011-05-31,2,0,5,21,0,2,1,1,0.76,0.7273,0.66,0.1045,45,165,210,31,5,1
3528,3529,2011-05-31,2,0,5,22,0,2,1,1,0.74,0.697,0.7,0.1642,42,117,159,31,5,1
3529,3530,2011-05-31,2,0,5,23,0,2,1,1,0.72,0.697,0.79,0.0896,15,46,61,31,5,1
3530,3531,2011-06-01,2,0,6,0,0,3,1,1,0.7,0.6667,0.79,0.1642,9,25,34,1,6,2
3531,3532,2011-06-01,2,0,6,1,0,3,1,1,0.7,0.6667,0.84,0.2537,8,9,17,1,6,2
3532,3533,2011-06-01,2,0,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,0,3,3,1,6,2
3533,3534,2011-06-01,2,0,6,3,0,3,1,1,0.68,0.6364,0.89,0.194,0,6,6,1,6,2
3534,3535,2011-06-01,2,0,6,4,0,3,1,2,0.68,0.6364,0.89,0.2239,0,4,4,1,6,2
3535,3536,2011-06-01,2,0,6,5,0,3,1,2,0.66,0.5909,0.89,0.0896,2,19,21,1,6,2
3536,3537,2011-06-01,2,0,6,6,0,3,1,2,0.68,0.6364,0.89,0.0896,7,121,128,1,6,2
3537,3538,2011-06-01,2,0,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,19,265,284,1,6,2
3538,3539,2011-06-01,2,0,6,8,0,3,1,2,0.72,0.697,0.79,0.194,37,417,454,1,6,2
3539,3540,2011-06-01,2,0,6,9,0,3,1,2,0.74,0.7121,0.74,0.2239,34,173,207,1,6,2
3540,3541,2011-06-01,2,0,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,31,84,115,1,6,2
3541,3542,2011-06-01,2,0,6,11,0,3,1,2,0.82,0.803,0.59,0.2239,26,86,112,1,6,2
3542,3543,2011-06-01,2,0,6,12,0,3,1,1,0.86,0.8333,0.53,0.0,32,137,169,1,6,2
3543,3544,2011-06-01,2,0,6,13,0,3,1,1,0.9,0.8182,0.37,0.194,29,125,154,1,6,2
3544,3545,2011-06-01,2,0,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,40,105,145,1,6,2
3545,3546,2011-06-01,2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,25,127,152,1,6,2
3546,3547,2011-06-01,2,0,6,16,0,3,1,1,0.86,0.803,0.47,0.2985,39,227,266,1,6,2
3547,3548,2011-06-01,2,0,6,17,0,3,1,1,0.86,0.803,0.47,0.2985,52,434,486,1,6,2
3548,3549,2011-06-01,2,0,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,31,278,309,1,6,2
3549,3550,2011-06-01,2,0,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642,16,248,264,1,6,2
3550,3551,2011-06-01,2,0,6,20,0,3,1,2,0.74,0.7121,0.79,0.2537,23,233,256,1,6,2
3551,3552,2011-06-01,2,0,6,21,0,3,1,1,0.74,0.697,0.7,0.2836,29,161,190,1,6,2
3552,3553,2011-06-01,2,0,6,22,0,3,1,1,0.74,0.697,0.66,0.1343,14,115,129,1,6,2
3553,3554,2011-06-01,2,0,6,23,0,3,1,1,0.74,0.6667,0.51,0.1642,10,59,69,1,6,2
3554,3555,2011-06-02,2,0,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582,11,31,42,2,6,3
3555,3556,2011-06-02,2,0,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045,3,12,15,2,6,3
3556,3557,2011-06-02,2,0,6,2,0,4,1,1,0.7,0.6364,0.39,0.0,0,6,6,2,6,3
3557,3558,2011-06-02,2,0,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,0,4,4,2,6,3
3558,3559,2011-06-02,2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.194,0,3,3,2,6,3
3559,3560,2011-06-02,2,0,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,3,28,31,2,6,3
3560,3561,2011-06-02,2,0,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343,7,106,113,2,6,3
3561,3562,2011-06-02,2,0,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,19,285,304,2,6,3
3562,3563,2011-06-02,2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,25,442,467,2,6,3
3563,3564,2011-06-02,2,0,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,28,197,225,2,6,3
3564,3565,2011-06-02,2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,33,106,139,2,6,3
3565,3566,2011-06-02,2,0,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,42,123,165,2,6,3
3566,3567,2011-06-02,2,0,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,39,193,232,2,6,3
3567,3568,2011-06-02,2,0,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,35,168,203,2,6,3
3568,3569,2011-06-02,2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,43,142,185,2,6,3
3569,3570,2011-06-02,2,0,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,44,144,188,2,6,3
3570,3571,2011-06-02,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,63,255,318,2,6,3
3571,3572,2011-06-02,2,0,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,88,484,572,2,6,3
3572,3573,2011-06-02,2,0,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,74,451,525,2,6,3
3573,3574,2011-06-02,2,0,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,58,321,379,2,6,3
3574,3575,2011-06-02,2,0,6,20,0,4,1,1,0.7,0.6364,0.24,0.194,51,286,337,2,6,3
3575,3576,2011-06-02,2,0,6,21,0,4,1,1,0.66,0.6212,0.31,0.194,33,215,248,2,6,3
3576,3577,2011-06-02,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,14,141,155,2,6,3
3577,3578,2011-06-02,2,0,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,23,89,112,2,6,3
3578,3579,2011-06-03,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,15,53,68,3,6,4
3579,3580,2011-06-03,2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,7,15,22,3,6,4
3580,3581,2011-06-03,2,0,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,0,12,12,3,6,4
3581,3582,2011-06-03,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,0,5,5,3,6,4
3582,3583,2011-06-03,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,1,5,6,3,6,4
3583,3584,2011-06-03,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,4,24,28,3,6,4
3584,3585,2011-06-03,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8,98,106,3,6,4
3585,3586,2011-06-03,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,25,252,277,3,6,4
3586,3587,2011-06-03,2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,31,471,502,3,6,4
3587,3588,2011-06-03,2,0,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,36,194,230,3,6,4
3588,3589,2011-06-03,2,0,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,54,107,161,3,6,4
3589,3590,2011-06-03,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,57,135,192,3,6,4
3590,3591,2011-06-03,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,51,208,259,3,6,4
3591,3592,2011-06-03,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,58,190,248,3,6,4
3592,3593,2011-06-03,2,0,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,66,174,240,3,6,4
3593,3594,2011-06-03,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,56,156,212,3,6,4
3594,3595,2011-06-03,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,63,286,349,3,6,4
3595,3596,2011-06-03,2,0,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,73,485,558,3,6,4
3596,3597,2011-06-03,2,0,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,76,488,564,3,6,4
3597,3598,2011-06-03,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,53,338,391,3,6,4
3598,3599,2011-06-03,2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,57,236,293,3,6,4
3599,3600,2011-06-03,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,51,196,247,3,6,4
3600,3601,2011-06-03,2,0,6,22,0,5,1,1,0.62,0.6212,0.35,0.0,26,145,171,3,6,4
3601,3602,2011-06-03,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,30,141,171,3,6,4
3602,3603,2011-06-04,2,0,6,0,0,6,0,1,0.56,0.5303,0.52,0.0,24,69,93,4,6,5
3603,3604,2011-06-04,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,14,80,94,4,6,5
3604,3605,2011-06-04,2,0,6,2,0,6,0,1,0.54,0.5152,0.56,0.194,18,41,59,4,6,5
3605,3606,2011-06-04,2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,8,10,18,4,6,5
3606,3607,2011-06-04,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,4,11,15,4,6,5
3607,3608,2011-06-04,2,0,6,5,0,6,0,1,0.5,0.4848,0.64,0.0,3,5,8,4,6,5
3608,3609,2011-06-04,2,0,6,6,0,6,0,1,0.54,0.5152,0.6,0.0,11,17,28,4,6,5
3609,3610,2011-06-04,2,0,6,7,0,6,0,1,0.56,0.5303,0.56,0.0,27,60,87,4,6,5
3610,3611,2011-06-04,2,0,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,29,96,125,4,6,5
3611,3612,2011-06-04,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,55,169,224,4,6,5
3612,3613,2011-06-04,2,0,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,115,202,317,4,6,5
3613,3614,2011-06-04,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,120,249,369,4,6,5
3614,3615,2011-06-04,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,150,270,420,4,6,5
3615,3616,2011-06-04,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,188,268,456,4,6,5
3616,3617,2011-06-04,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,193,258,451,4,6,5
3617,3618,2011-06-04,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,180,224,404,4,6,5
3618,3619,2011-06-04,2,0,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,168,272,440,4,6,5
3619,3620,2011-06-04,2,0,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,142,202,344,4,6,5
3620,3621,2011-06-04,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,127,214,341,4,6,5
3621,3622,2011-06-04,2,0,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,79,206,285,4,6,5
3622,3623,2011-06-04,2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,90,149,239,4,6,5
3623,3624,2011-06-04,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,46,139,185,4,6,5
3624,3625,2011-06-04,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,49,141,190,4,6,5
3625,3626,2011-06-04,2,0,6,23,0,6,0,2,0.64,0.6212,0.57,0.0,29,121,150,4,6,5
3626,3627,2011-06-05,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,23,90,113,5,6,6
3627,3628,2011-06-05,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,26,70,96,5,6,6
3628,3629,2011-06-05,2,0,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,16,48,64,5,6,6
3629,3630,2011-06-05,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,22,25,47,5,6,6
3630,3631,2011-06-05,2,0,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,8,12,5,6,6
3631,3632,2011-06-05,2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,1,5,6,5,6,6
3632,3633,2011-06-05,2,0,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,10,11,21,5,6,6
3633,3634,2011-06-05,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,8,19,27,5,6,6
3634,3635,2011-06-05,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,24,74,98,5,6,6
3635,3636,2011-06-05,2,0,6,9,0,0,0,2,0.6,0.5758,0.78,0.194,53,111,164,5,6,6
3636,3637,2011-06-05,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,83,168,251,5,6,6
3637,3638,2011-06-05,2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,121,214,335,5,6,6
3638,3639,2011-06-05,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,123,212,335,5,6,6
3639,3640,2011-06-05,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,154,213,367,5,6,6
3640,3641,2011-06-05,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,161,224,385,5,6,6
3641,3642,2011-06-05,2,0,6,15,0,0,0,1,0.7,0.6515,0.54,0.0,161,256,417,5,6,6
3642,3643,2011-06-05,2,0,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,138,260,398,5,6,6
3643,3644,2011-06-05,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,126,264,390,5,6,6
3644,3645,2011-06-05,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,124,239,363,5,6,6
3645,3646,2011-06-05,2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,108,249,357,5,6,6
3646,3647,2011-06-05,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,84,195,279,5,6,6
3647,3648,2011-06-05,2,0,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,54,111,165,5,6,6
3648,3649,2011-06-05,2,0,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,36,94,130,5,6,6
3649,3650,2011-06-05,2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,25,61,86,5,6,6
3650,3651,2011-06-06,2,0,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,11,18,29,6,6,0
3651,3652,2011-06-06,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5,14,6,6,0
3652,3653,2011-06-06,2,0,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,4,4,8,6,6,0
3653,3654,2011-06-06,2,0,6,3,0,1,1,1,0.58,0.5455,0.88,0.0,2,3,5,6,6,0
3654,3655,2011-06-06,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8,6,6,0
3655,3656,2011-06-06,2,0,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,7,24,31,6,6,0
3656,3657,2011-06-06,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0.0,11,101,112,6,6,0
3657,3658,2011-06-06,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,18,281,299,6,6,0
3658,3659,2011-06-06,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,438,6,6,0
3659,3660,2011-06-06,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,26,162,188,6,6,0
3660,3661,2011-06-06,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,31,64,95,6,6,0
3661,3662,2011-06-06,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72,111,6,6,0
3662,3663,2011-06-06,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153,6,6,0
3663,3664,2011-06-06,2,0,6,13,0,1,1,1,0.78,0.6818,0.35,0.0,28,152,180,6,6,0
3664,3665,2011-06-06,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,46,99,145,6,6,0
3665,3666,2011-06-06,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194,38,127,165,6,6,0
3666,3667,2011-06-06,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233,267,6,6,0
3667,3668,2011-06-06,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579,6,6,0
3668,3669,2011-06-06,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556,6,6,0
3669,3670,2011-06-06,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,64,343,407,6,6,0
3670,3671,2011-06-06,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,59,277,336,6,6,0
3671,3672,2011-06-06,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160,189,6,6,0
3672,3673,2011-06-06,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137,173,6,6,0
3673,3674,2011-06-06,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,5,55,60,6,6,0
3674,3675,2011-06-07,2,0,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,5,15,20,7,6,1
